latitude,longitude,region,state,postcode,geometry
3.803329139,103.3220413,Kuantan,Pahang,25100,POINT (103.32204131682036 3.803329139176976)
3.80326093,103.322132,Kuantan,Pahang,25100,POINT (103.32213203619982 3.8032609301159983)
3.803269048,103.3219621,Kuantan,Pahang,25100,POINT (103.3219621463356 3.8032690481812272)
3.721676731,103.1199458,Kuantan,Pahang,25150,POINT (103.1199457816906 3.721676731413664)
3.725063498,103.1205672,Kuantan,Pahang,25150,POINT (103.12056715459224 3.72506349847888)
3.718853834,103.1202328,Kuantan,Pahang,25150,POINT (103.12023275547811 3.718853833949569)
3.724679222,103.1226091,Kuantan,Pahang,25150,POINT (103.12260911471084 3.724679221947913)
3.721634279,103.1232177,Kuantan,Pahang,25150,POINT (103.12321773683531 3.72163427919152)
3.723316321,103.1219844,Kuantan,Pahang,25150,POINT (103.12198440385733 3.7233163213362186)
3.723340768,103.1226846,Kuantan,Pahang,25150,POINT (103.12268457019871 3.723340768016033)
3.723619374,103.1244307,Kuantan,Pahang,25150,POINT (103.1244306983854 3.723619374460679)
3.832832338,103.2874949,Kuantan,Pahang,25200,POINT (103.28749485572288 3.832832337518808)
3.832512207,103.2884551,Kuantan,Pahang,25200,POINT (103.28845509815132 3.832512207073108)
3.831462219,103.2880999,Kuantan,Pahang,25200,POINT (103.28809994832044 3.831462218665709)
3.831938662,103.2880909,Kuantan,Pahang,25200,POINT (103.28809086812645 3.831938662463207)
3.832184751,103.2881985,Kuantan,Pahang,25200,POINT (103.28819846547394 3.832184751404082)
3.83170085,103.2874245,Kuantan,Pahang,25200,POINT (103.28742450465836 3.83170085011144)
3.832842688,103.2878336,Kuantan,Pahang,25200,POINT (103.2878335758502 3.832842687557058)
3.832083933,103.2879832,Kuantan,Pahang,25200,POINT (103.28798317095516 3.832083933067176)
3.81475982,103.3358665,Kuantan,Pahang,25250,POINT (103.33586652758412 3.81475982016451)
3.814604402,103.3359226,Kuantan,Pahang,25250,POINT (103.33592264087532 3.8146044016908847)
3.814959903,103.335976,Kuantan,Pahang,25250,POINT (103.3359759611943 3.814959902628734)
3.814758047,103.3365481,Kuantan,Pahang,25250,POINT (103.33654809737162 3.814758047243993)
3.814919576,103.3361589,Kuantan,Pahang,25250,POINT (103.3361589092276 3.814919575804173)
3.814965787,103.3359574,Kuantan,Pahang,25250,POINT (103.33595740167569 3.814965786861588)
3.815045779,103.3362907,Kuantan,Pahang,25250,POINT (103.3362906998616 3.815045778645512)
3.815084934,103.3365413,Kuantan,Pahang,25250,POINT (103.33654134543517 3.8150849338821)
3.819673269,103.3256167,Kuantan,Pahang,25300,POINT (103.32561670972764 3.8196732689708672)
3.819136667,103.3252893,Kuantan,Pahang,25300,POINT (103.325289296117 3.819136666640466)
3.819720378,103.325275,Kuantan,Pahang,25300,POINT (103.32527495848164 3.819720378159303)
3.819104747,103.3253424,Kuantan,Pahang,25300,POINT (103.3253424127217 3.819104746634445)
3.819573412,103.3255163,Kuantan,Pahang,25300,POINT (103.32551630125594 3.8195734123835865)
3.818868766,103.3250529,Kuantan,Pahang,25300,POINT (103.32505292694783 3.81886876571008)
3.819133878,103.3250513,Kuantan,Pahang,25300,POINT (103.32505130091808 3.819133878216173)
3.81915831,103.3256957,Kuantan,Pahang,25300,POINT (103.32569574777894 3.8191583097420176)
3.834931434,103.2879525,Kuantan,Pahang,25350,POINT (103.28795250979478 3.834931434353365)
3.836911361,103.2872607,Kuantan,Pahang,25350,POINT (103.2872607124039 3.8369113613123327)
3.837130838,103.2871652,Kuantan,Pahang,25350,POINT (103.28716518330047 3.837130838239257)
3.834560079,103.2876891,Kuantan,Pahang,25350,POINT (103.2876890837385 3.834560079090507)
3.834300156,103.2880153,Kuantan,Pahang,25350,POINT (103.28801527873362 3.834300156359844)
3.834987988,103.2876642,Kuantan,Pahang,25350,POINT (103.28766415886912 3.834987987737488)
3.834424576,103.2865901,Kuantan,Pahang,25350,POINT (103.28659006056984 3.834424576440495)
3.83494081,103.2862172,Kuantan,Pahang,25350,POINT (103.28621716093387 3.8349408103087375)
3.837517808,103.3393626,Kuantan,Pahang,25500,POINT (103.33936258197892 3.8375178079120142)
3.835020575,103.2987082,Kuantan,Pahang,25500,POINT (103.29870821715534 3.835020574884831)
3.815304215,103.3299853,Kuantan,Pahang,25500,POINT (103.32998534813171 3.815304214740264)
3.832073516,103.3240816,Kuantan,Pahang,25500,POINT (103.32408162426198 3.83207351622062)
3.802249553,103.3536243,Kuantan,Pahang,25500,POINT (103.35362431370991 3.802249553200121)
3.819956958,103.3409213,Kuantan,Pahang,25500,POINT (103.34092128067884 3.8199569576076127)
3.798175238,103.3712759,Kuantan,Pahang,25500,POINT (103.37127591574864 3.798175237922284)
3.783971345,103.3135385,Kuantan,Pahang,25500,POINT (103.31353849250384 3.7839713450242978)
3.812935808,103.3202467,Kuantan,Pahang,25502,POINT (103.32024674940152 3.8129358083048976)
3.820636592,103.3263477,Kuantan,Pahang,25502,POINT (103.32634774412185 3.820636592310089)
3.810611039,103.3089429,Kuantan,Pahang,25502,POINT (103.30894287021688 3.810611039486232)
3.818274504,103.3092327,Kuantan,Pahang,25502,POINT (103.30923265098768 3.818274504079937)
3.817876255,103.299518,Kuantan,Pahang,25502,POINT (103.29951797577928 3.817876255004692)
3.824365344,103.3330382,Kuantan,Pahang,25502,POINT (103.33303820357894 3.824365344086502)
3.806827346,103.3678909,Kuantan,Pahang,25502,POINT (103.36789090660008 3.806827346139313)
3.797464796,103.3233347,Kuantan,Pahang,25502,POINT (103.32333472780486 3.79746479567249)
3.796084883,103.3478845,Kuantan,Pahang,25503,POINT (103.3478845086969 3.796084882900828)
3.792468828,103.3681033,Kuantan,Pahang,25503,POINT (103.3681032800228 3.792468828035657)
3.828389011,103.3717414,Kuantan,Pahang,25503,POINT (103.3717414211868 3.8283890111409695)
3.790698717,103.3152666,Kuantan,Pahang,25503,POINT (103.3152665796443 3.790698717275461)
3.843495714,103.3242715,Kuantan,Pahang,25503,POINT (103.3242714840506 3.843495714140176)
3.812634879,103.351787,Kuantan,Pahang,25503,POINT (103.35178698709696 3.8126348785431694)
3.79550093,103.3168888,Kuantan,Pahang,25503,POINT (103.31688881490916 3.795500929684404)
3.800266646,103.3254191,Kuantan,Pahang,25503,POINT (103.32541913741566 3.800266645910357)
3.832221961,103.3342162,Kuantan,Pahang,25504,POINT (103.33421624950526 3.832221961290749)
3.806111021,103.3161485,Kuantan,Pahang,25504,POINT (103.31614851720028 3.8061110212596936)
3.813789551,103.300228,Kuantan,Pahang,25504,POINT (103.3002280343641 3.81378955114357)
3.789014449,103.3502879,Kuantan,Pahang,25504,POINT (103.35028792246254 3.7890144492368623)
3.805424242,103.3630389,Kuantan,Pahang,25504,POINT (103.3630388514392 3.805424242163748)
3.834718765,103.3688447,Kuantan,Pahang,25504,POINT (103.36884474205662 3.8347187645005545)
3.816356351,103.3493904,Kuantan,Pahang,25504,POINT (103.34939040815436 3.8163563509090914)
3.831094619,103.3392139,Kuantan,Pahang,25504,POINT (103.33921389692168 3.831094619362384)
3.834241147,103.3450575,Kuantan,Pahang,25505,POINT (103.34505751695325 3.83424114664537)
3.793331976,103.3454149,Kuantan,Pahang,25505,POINT (103.34541489627227 3.7933319761316766)
3.811473327,103.3252873,Kuantan,Pahang,25505,POINT (103.3252873391906 3.811473326649711)
3.819951874,103.3348172,Kuantan,Pahang,25505,POINT (103.33481716998914 3.819951874014524)
3.782926767,103.3426231,Kuantan,Pahang,25505,POINT (103.34262306788666 3.782926766616919)
3.80808163,103.3514189,Kuantan,Pahang,25505,POINT (103.3514188645477 3.80808163004675)
3.790193795,103.3210455,Kuantan,Pahang,25505,POINT (103.32104554021376 3.790193794813689)
3.800698049,103.3441076,Kuantan,Pahang,25505,POINT (103.34410757270244 3.800698049072055)
3.782930654,103.3621614,Kuantan,Pahang,25506,POINT (103.36216142638077 3.782930653674372)
3.796130359,103.3636038,Kuantan,Pahang,25506,POINT (103.3636037805414 3.7961303591923152)
3.8408259,103.3180407,Kuantan,Pahang,25506,POINT (103.3180407418134 3.840825899830488)
3.793994394,103.3230662,Kuantan,Pahang,25506,POINT (103.3230662290766 3.7939943937916114)
3.809497541,103.3353309,Kuantan,Pahang,25506,POINT (103.33533092114772 3.8094975405092937)
3.809860977,103.3396427,Kuantan,Pahang,25506,POINT (103.33964271366791 3.809860976692287)
3.840332808,103.3223402,Kuantan,Pahang,25506,POINT (103.32234018106293 3.8403328079237)
3.798304691,103.3164414,Kuantan,Pahang,25506,POINT (103.31644136057562 3.7983046910251295)
3.784460317,103.3707309,Kuantan,Pahang,25508,POINT (103.3707309399958 3.784460316653529)
3.81373575,103.3218213,Kuantan,Pahang,25508,POINT (103.3218212923361 3.813735749620033)
3.804683189,103.3308386,Kuantan,Pahang,25508,POINT (103.33083857095104 3.804683188556085)
3.827528556,103.3488078,Kuantan,Pahang,25508,POINT (103.34880783478162 3.827528556400704)
3.828586786,103.3065233,Kuantan,Pahang,25508,POINT (103.30652334703858 3.828586786036985)
3.846486026,103.2999845,Kuantan,Pahang,25508,POINT (103.29998445789414 3.8464860261496168)
3.831027945,103.3440635,Kuantan,Pahang,25508,POINT (103.34406349778963 3.831027945367032)
3.811273236,103.3279651,Kuantan,Pahang,25508,POINT (103.32796507412482 3.811273235736416)
3.828299745,103.3155231,Kuantan,Pahang,25509,POINT (103.31552305414152 3.828299744592084)
3.785354121,103.3088495,Kuantan,Pahang,25509,POINT (103.30884952861022 3.785354120974782)
3.791043865,103.3599612,Kuantan,Pahang,25509,POINT (103.3599611782134 3.7910438651404736)
3.824339907,103.3582205,Kuantan,Pahang,25509,POINT (103.35822045290992 3.824339907490414)
3.79909363,103.328746,Kuantan,Pahang,25509,POINT (103.32874601125584 3.799093629652084)
3.845321725,103.3202484,Kuantan,Pahang,25509,POINT (103.32024840523113 3.845321725492425)
3.818322776,103.3337722,Kuantan,Pahang,25509,POINT (103.3337721683724 3.818322775593719)
3.791290597,103.3054831,Kuantan,Pahang,25509,POINT (103.30548308737436 3.7912905969670256)
3.799262737,103.3442455,Kuantan,Pahang,25512,POINT (103.34424552859156 3.799262736791903)
3.833226589,103.3443323,Kuantan,Pahang,25512,POINT (103.34433228730543 3.8332265885972014)
3.823774282,103.3091589,Kuantan,Pahang,25512,POINT (103.30915885793767 3.823774282330656)
3.806950582,103.318339,Kuantan,Pahang,25512,POINT (103.31833899290288 3.806950582420464)
3.796780897,103.3644514,Kuantan,Pahang,25512,POINT (103.36445141117572 3.79678089693912)
3.819402311,103.3192249,Kuantan,Pahang,25512,POINT (103.3192248975054 3.819402310631402)
3.800791514,103.3263235,Kuantan,Pahang,25512,POINT (103.32632353312523 3.8007915143698026)
3.809203401,103.3562999,Kuantan,Pahang,25512,POINT (103.35629990462772 3.809203400537732)
3.836275123,103.3327908,Kuantan,Pahang,25514,POINT (103.33279083668832 3.836275122683094)
3.832540219,103.3306466,Kuantan,Pahang,25514,POINT (103.33064661829488 3.832540218830256)
3.801319332,103.3585278,Kuantan,Pahang,25514,POINT (103.35852782832896 3.8013193319200176)
3.831588862,103.312295,Kuantan,Pahang,25514,POINT (103.31229501014845 3.8315888619925342)
3.833223829,103.3481742,Kuantan,Pahang,25514,POINT (103.34817421255804 3.8332238293820384)
3.799358966,103.31578,Kuantan,Pahang,25514,POINT (103.31577999562496 3.7993589663412832)
3.832668103,103.3677055,Kuantan,Pahang,25514,POINT (103.36770550028848 3.832668103017173)
3.817637505,103.3219006,Kuantan,Pahang,25514,POINT (103.32190063902866 3.8176375049797167)
3.816083824,103.3705358,Kuantan,Pahang,25516,POINT (103.37053577592118 3.816083824244136)
3.806100093,103.3474478,Kuantan,Pahang,25516,POINT (103.3474477882412 3.806100093286472)
3.831467636,103.3287875,Kuantan,Pahang,25516,POINT (103.32878748987568 3.8314676360961712)
3.807964848,103.3261337,Kuantan,Pahang,25516,POINT (103.32613372275068 3.807964848398949)
3.789730103,103.3082695,Kuantan,Pahang,25516,POINT (103.30826945178472 3.789730103264731)
3.824576148,103.3688118,Kuantan,Pahang,25516,POINT (103.3688118349688 3.8245761479070857)
3.806684004,103.340815,Kuantan,Pahang,25516,POINT (103.34081497310812 3.8066840039158434)
3.837308424,103.3229448,Kuantan,Pahang,25516,POINT (103.32294483144344 3.837308424185284)
3.793994493,103.3190261,Kuantan,Pahang,25517,POINT (103.31902610638896 3.793994492877888)
3.817035802,103.3067753,Kuantan,Pahang,25517,POINT (103.3067752899656 3.817035801741345)
3.811386616,103.3488771,Kuantan,Pahang,25517,POINT (103.34887706773316 3.811386616021714)
3.797744133,103.3295725,Kuantan,Pahang,25517,POINT (103.32957252795929 3.797744133471973)
3.844814105,103.3248353,Kuantan,Pahang,25517,POINT (103.32483533118273 3.8448141045092017)
3.798535715,103.3315533,Kuantan,Pahang,25517,POINT (103.3315532589584 3.7985357147835193)
3.788876696,103.3641251,Kuantan,Pahang,25517,POINT (103.36412514625626 3.788876696083367)
3.820826646,103.3719032,Kuantan,Pahang,25517,POINT (103.37190321738916 3.8208266456702193)
3.808196062,103.3567323,Kuantan,Pahang,25518,POINT (103.35673227906562 3.8081960618139368)
3.842931804,103.3157091,Kuantan,Pahang,25518,POINT (103.31570909720146 3.8429318036507296)
3.842371979,103.3369276,Kuantan,Pahang,25518,POINT (103.33692760112332 3.8423719792602897)
3.841597908,103.3296076,Kuantan,Pahang,25518,POINT (103.329607643489 3.841597908163191)
3.803183683,103.3271662,Kuantan,Pahang,25518,POINT (103.3271662342184 3.803183683076576)
3.841652399,103.3618645,Kuantan,Pahang,25518,POINT (103.36186452557416 3.841652399468329)
3.845351638,103.3442629,Kuantan,Pahang,25518,POINT (103.34426293510828 3.845351637774483)
3.843617787,103.3583208,Kuantan,Pahang,25518,POINT (103.35832075594966 3.843617787441663)
3.795473527,103.3298281,Kuantan,Pahang,25520,POINT (103.32982812631948 3.795473526929745)
3.843890002,103.3288807,Kuantan,Pahang,25520,POINT (103.32888067651471 3.8438900018525897)
3.822561821,103.3228639,Kuantan,Pahang,25520,POINT (103.32286394428002 3.8225618206314462)
3.844728927,103.3720638,Kuantan,Pahang,25520,POINT (103.37206381681727 3.844728927487002)
3.834992762,103.306892,Kuantan,Pahang,25520,POINT (103.30689201735444 3.834992762027517)
3.821069986,103.3279532,Kuantan,Pahang,25520,POINT (103.32795315735429 3.821069985861012)
3.808676594,103.3683773,Kuantan,Pahang,25520,POINT (103.36837725521151 3.808676593770223)
3.811683723,103.3533285,Kuantan,Pahang,25520,POINT (103.35332849037673 3.811683722720375)
3.803771475,103.3558752,Kuantan,Pahang,25524,POINT (103.3558751886698 3.803771475106621)
3.7890583,103.360958,Kuantan,Pahang,25524,POINT (103.36095797669866 3.789058300360863)
3.802859817,103.3343561,Kuantan,Pahang,25524,POINT (103.33435609678058 3.8028598165984095)
3.84470416,103.3465361,Kuantan,Pahang,25524,POINT (103.3465360916816 3.844704160432549)
3.815249887,103.301773,Kuantan,Pahang,25524,POINT (103.30177295099612 3.815249887280215)
3.810102533,103.3187091,Kuantan,Pahang,25524,POINT (103.31870906232967 3.810102532948595)
3.801082644,103.3487232,Kuantan,Pahang,25524,POINT (103.34872316432438 3.8010826439956418)
3.801629047,103.3153618,Kuantan,Pahang,25524,POINT (103.31536176577836 3.801629046529593)
3.836124063,103.3236254,Kuantan,Pahang,25529,POINT (103.3236253696659 3.836124062505257)
3.801086191,103.3528461,Kuantan,Pahang,25529,POINT (103.35284612121129 3.801086191480288)
3.81435917,103.3127832,Kuantan,Pahang,25529,POINT (103.31278318352054 3.814359170455785)
3.823242393,103.3649809,Kuantan,Pahang,25529,POINT (103.36498086337188 3.823242393193293)
3.804500834,103.3625415,Kuantan,Pahang,25529,POINT (103.36254146537324 3.804500833623961)
3.802022878,103.3424611,Kuantan,Pahang,25529,POINT (103.34246105448366 3.802022878364197)
3.809758697,103.3379292,Kuantan,Pahang,25529,POINT (103.33792917889843 3.809758697094469)
3.830513849,103.3235551,Kuantan,Pahang,25529,POINT (103.32355507679472 3.830513848701938)
3.814304243,103.3337875,Kuantan,Pahang,25532,POINT (103.33378745905584 3.814304242855605)
3.795609707,103.3550889,Kuantan,Pahang,25532,POINT (103.35508893849688 3.795609707240212)
3.809283978,103.3404853,Kuantan,Pahang,25532,POINT (103.34048528514298 3.809283978468593)
3.787735989,103.3306821,Kuantan,Pahang,25532,POINT (103.33068213180763 3.787735988520097)
3.791393575,103.345873,Kuantan,Pahang,25532,POINT (103.34587295386936 3.791393574803197)
3.80206312,103.3392673,Kuantan,Pahang,25532,POINT (103.33926726158477 3.802063120422284)
3.841728046,103.3146206,Kuantan,Pahang,25532,POINT (103.3146206376762 3.841728045950037)
3.841874993,103.3657827,Kuantan,Pahang,25532,POINT (103.36578267339674 3.841874993363786)
3.818054986,103.3693079,Kuantan,Pahang,25534,POINT (103.3693079221408 3.8180549859845385)
3.78449467,103.3304638,Kuantan,Pahang,25534,POINT (103.33046377149628 3.784494669701911)
3.800582227,103.3380891,Kuantan,Pahang,25534,POINT (103.33808914762602 3.8005822272597216)
3.815239124,103.3194127,Kuantan,Pahang,25534,POINT (103.3194127336708 3.815239124026092)
3.810438897,103.3509731,Kuantan,Pahang,25534,POINT (103.35097307941588 3.8104388968920606)
3.811790454,103.316604,Kuantan,Pahang,25534,POINT (103.31660404162012 3.811790454427861)
3.816442178,103.3047266,Kuantan,Pahang,25534,POINT (103.30472660215791 3.8164421779026094)
3.828415739,103.3503137,Kuantan,Pahang,25534,POINT (103.35031372501258 3.828415738522007)
3.80805107,103.3558821,Kuantan,Pahang,25536,POINT (103.35588210633485 3.8080510698435823)
3.803240311,103.355239,Kuantan,Pahang,25536,POINT (103.35523903586082 3.803240310876314)
3.789755966,103.3047956,Kuantan,Pahang,25536,POINT (103.30479555194768 3.7897559656801856)
3.788951916,103.3490966,Kuantan,Pahang,25536,POINT (103.3490965970096 3.788951916287628)
3.791527214,103.346902,Kuantan,Pahang,25536,POINT (103.34690202857752 3.7915272144722914)
3.819648246,103.2985209,Kuantan,Pahang,25536,POINT (103.29852089016028 3.819648246091356)
3.836980632,103.3273453,Kuantan,Pahang,25536,POINT (103.3273452960633 3.8369806317543502)
3.838048247,103.3602277,Kuantan,Pahang,25536,POINT (103.3602277384771 3.838048247433124)
3.795982659,103.2992328,Kuantan,Pahang,25538,POINT (103.29923276439824 3.795982658872228)
3.842032841,103.3021224,Kuantan,Pahang,25538,POINT (103.302122364251 3.842032840998233)
3.827637365,103.3101496,Kuantan,Pahang,25538,POINT (103.31014958291172 3.8276373645293473)
3.797724196,103.3137815,Kuantan,Pahang,25538,POINT (103.31378147387412 3.797724195914936)
3.814440915,103.3454044,Kuantan,Pahang,25538,POINT (103.34540440531146 3.814440914709866)
3.818238339,103.3044975,Kuantan,Pahang,25538,POINT (103.30449751875116 3.818238339444636)
3.819423742,103.301035,Kuantan,Pahang,25538,POINT (103.30103504615415 3.8194237415142136)
3.809073172,103.3666919,Kuantan,Pahang,25538,POINT (103.36669185697907 3.809073171762893)
3.834184764,103.3163147,Kuantan,Pahang,25540,POINT (103.31631468594728 3.834184764367651)
3.827341326,103.3126781,Kuantan,Pahang,25540,POINT (103.31267807573236 3.8273413264525136)
3.807048815,103.3212767,Kuantan,Pahang,25540,POINT (103.32127671675508 3.80704881540282)
3.838492825,103.3039296,Kuantan,Pahang,25540,POINT (103.30392964751552 3.838492824797701)
3.813743006,103.3555128,Kuantan,Pahang,25540,POINT (103.35551276991626 3.813743005576789)
3.814905249,103.3328476,Kuantan,Pahang,25540,POINT (103.33284755676188 3.8149052486317)
3.828916211,103.3624108,Kuantan,Pahang,25540,POINT (103.3624107892369 3.828916210513429)
3.833138908,103.3359657,Kuantan,Pahang,25540,POINT (103.33596569232652 3.833138907759864)
3.797200395,103.3442395,Kuantan,Pahang,25546,POINT (103.34423946078614 3.797200394508824)
3.801276836,103.357003,Kuantan,Pahang,25546,POINT (103.35700296395514 3.801276835948072)
3.838877517,103.3153545,Kuantan,Pahang,25546,POINT (103.31535445166568 3.838877517049376)
3.814222282,103.3196804,Kuantan,Pahang,25546,POINT (103.31968044031916 3.8142222819498457)
3.804467637,103.3179928,Kuantan,Pahang,25546,POINT (103.31799284621776 3.80446763746384)
3.795522065,103.3291233,Kuantan,Pahang,25546,POINT (103.32912333859664 3.795522065055758)
3.84217652,103.2993081,Kuantan,Pahang,25546,POINT (103.29930806850662 3.8421765202060856)
3.822916444,103.3605341,Kuantan,Pahang,25546,POINT (103.36053412096776 3.822916443831683)
3.818338804,103.303731,Kuantan,Pahang,25548,POINT (103.30373100098724 3.818338804107418)
3.786185565,103.345867,Kuantan,Pahang,25548,POINT (103.34586701571376 3.786185564607187)
3.812466959,103.316568,Kuantan,Pahang,25548,POINT (103.31656800627782 3.812466959028748)
3.809790739,103.3292944,Kuantan,Pahang,25548,POINT (103.32929440005084 3.8097907387372536)
3.834438179,103.3420767,Kuantan,Pahang,25548,POINT (103.342076725169 3.834438178761463)
3.806986347,103.3330262,Kuantan,Pahang,25548,POINT (103.33302624056677 3.8069863471443335)
3.840614793,103.3272554,Kuantan,Pahang,25548,POINT (103.3272553524061 3.8406147928476617)
3.80928631,103.3674669,Kuantan,Pahang,25548,POINT (103.36746693670771 3.809286309649148)
3.78655044,103.3484831,Kuantan,Pahang,25550,POINT (103.34848306203966 3.786550439869131)
3.846111397,103.3683023,Kuantan,Pahang,25550,POINT (103.36830227591405 3.846111397411656)
3.803509307,103.3295498,Kuantan,Pahang,25550,POINT (103.32954977712032 3.8035093072304873)
3.834709764,103.3614087,Kuantan,Pahang,25550,POINT (103.36140873530547 3.834709763657147)
3.791722494,103.3260387,Kuantan,Pahang,25550,POINT (103.32603870013033 3.7917224944543686)
3.813749048,103.3623616,Kuantan,Pahang,25550,POINT (103.36236159527655 3.813749047794981)
3.798917562,103.3692784,Kuantan,Pahang,25550,POINT (103.36927843450222 3.7989175624817313)
3.803987625,103.3165251,Kuantan,Pahang,25550,POINT (103.31652514780876 3.803987625193024)
3.822753055,103.312968,Kuantan,Pahang,25551,POINT (103.31296798798328 3.822753054984741)
3.806961469,103.3396743,Kuantan,Pahang,25551,POINT (103.33967426334368 3.806961468820926)
3.81786633,103.3540778,Kuantan,Pahang,25551,POINT (103.3540778105143 3.8178663300206415)
3.79487817,103.3252459,Kuantan,Pahang,25551,POINT (103.32524588967898 3.794878169641753)
3.808344981,103.3334797,Kuantan,Pahang,25551,POINT (103.33347965372302 3.808344980704832)
3.820697242,103.353111,Kuantan,Pahang,25551,POINT (103.35311104180718 3.820697242492979)
3.813884759,103.3683551,Kuantan,Pahang,25551,POINT (103.36835506561744 3.813884759398386)
3.813303536,103.3499183,Kuantan,Pahang,25551,POINT (103.34991831864237 3.813303536068576)
3.821781495,103.3590914,Kuantan,Pahang,25552,POINT (103.35909143620025 3.821781494622648)
3.842641029,103.3678001,Kuantan,Pahang,25552,POINT (103.36780006652856 3.842641028958663)
3.810299265,103.3018682,Kuantan,Pahang,25552,POINT (103.301868170242 3.8102992652834287)
3.835319294,103.3175969,Kuantan,Pahang,25552,POINT (103.31759690776346 3.8353192937770726)
3.823338976,103.3645378,Kuantan,Pahang,25552,POINT (103.3645377798086 3.823338975968573)
3.801474102,103.3003571,Kuantan,Pahang,25552,POINT (103.3003571096029 3.801474102235173)
3.844190455,103.3584078,Kuantan,Pahang,25552,POINT (103.3584078221752 3.844190455143644)
3.808084446,103.3220519,Kuantan,Pahang,25552,POINT (103.3220518739267 3.808084446209026)
3.830616644,103.3665546,Kuantan,Pahang,25556,POINT (103.36655463124514 3.830616643968907)
3.811277928,103.3411954,Kuantan,Pahang,25556,POINT (103.34119544743017 3.8112779275446913)
3.819955659,103.3082722,Kuantan,Pahang,25556,POINT (103.30827219833098 3.8199556588565184)
3.807619157,103.3563042,Kuantan,Pahang,25556,POINT (103.35630420189108 3.807619156826672)
3.801555945,103.3407169,Kuantan,Pahang,25556,POINT (103.34071686398512 3.801555945174512)
3.787458335,103.3192957,Kuantan,Pahang,25556,POINT (103.31929574730088 3.78745833487139)
3.78337883,103.3438572,Kuantan,Pahang,25556,POINT (103.34385717115688 3.783378829931007)
3.802912809,103.3481343,Kuantan,Pahang,25556,POINT (103.34813432957938 3.802912808771816)
3.817998174,103.3651915,Kuantan,Pahang,25558,POINT (103.36519151694816 3.817998173917784)
3.784115007,103.3038463,Kuantan,Pahang,25558,POINT (103.30384633761972 3.784115006976573)
3.838838022,103.3558399,Kuantan,Pahang,25558,POINT (103.35583991283946 3.838838021651338)
3.832799341,103.3151914,Kuantan,Pahang,25558,POINT (103.31519143418542 3.832799341208685)
3.837051467,103.3149705,Kuantan,Pahang,25558,POINT (103.31497046578272 3.837051467430496)
3.841883696,103.3698729,Kuantan,Pahang,25558,POINT (103.36987292636846 3.8418836955206825)
3.788205154,103.3105669,Kuantan,Pahang,25558,POINT (103.31056688836529 3.78820515393744)
3.783798437,103.3233858,Kuantan,Pahang,25558,POINT (103.32338578577718 3.783798436677046)
3.817377468,103.3523719,Kuantan,Pahang,25560,POINT (103.3523719452702 3.817377468213584)
3.846081971,103.3663996,Kuantan,Pahang,25560,POINT (103.3663995954278 3.846081970987457)
3.822866837,103.3475649,Kuantan,Pahang,25560,POINT (103.34756487881032 3.822866837389827)
3.810058671,103.3203294,Kuantan,Pahang,25560,POINT (103.32032942858407 3.810058670881747)
3.802553375,103.3406464,Kuantan,Pahang,25560,POINT (103.34064638493818 3.802553374860716)
3.78528743,103.3068874,Kuantan,Pahang,25560,POINT (103.30688742586048 3.785287429542229)
3.800808598,103.3648142,Kuantan,Pahang,25560,POINT (103.36481422589468 3.800808597897307)
3.829658881,103.3058637,Kuantan,Pahang,25560,POINT (103.30586374455254 3.829658881252016)
3.786143677,103.3595747,Kuantan,Pahang,25564,POINT (103.35957470766296 3.786143676879077)
3.834446989,103.3397578,Kuantan,Pahang,25564,POINT (103.33975775934232 3.8344469887391983)
3.838456845,103.3665572,Kuantan,Pahang,25564,POINT (103.36655718063648 3.8384568447327743)
3.803352514,103.2998652,Kuantan,Pahang,25564,POINT (103.29986515773346 3.8033525140043705)
3.788104302,103.3391657,Kuantan,Pahang,25564,POINT (103.33916568961828 3.788104301549017)
3.807291299,103.3404441,Kuantan,Pahang,25564,POINT (103.340444142165 3.807291298600388)
3.837782814,103.3082933,Kuantan,Pahang,25564,POINT (103.30829334622172 3.837782814287844)
3.790863197,103.3575642,Kuantan,Pahang,25564,POINT (103.35756418253172 3.790863197359197)
3.811666806,103.3400778,Kuantan,Pahang,25570,POINT (103.34007780066295 3.811666806463404)
3.822994818,103.3665296,Kuantan,Pahang,25570,POINT (103.3665296015676 3.822994818249324)
3.835759884,103.3499948,Kuantan,Pahang,25570,POINT (103.34999476932624 3.8357598839029423)
3.801225824,103.3595597,Kuantan,Pahang,25570,POINT (103.3595596937687 3.8012258244269694)
3.792376,103.3671031,Kuantan,Pahang,25570,POINT (103.36710312425922 3.792376000097253)
3.784488342,103.339948,Kuantan,Pahang,25570,POINT (103.33994799158312 3.784488341824072)
3.816263394,103.328821,Kuantan,Pahang,25570,POINT (103.3288210102918 3.816263394205592)
3.789342854,103.3569121,Kuantan,Pahang,25570,POINT (103.35691208559616 3.789342854264405)
3.811112796,103.3701967,Kuantan,Pahang,25576,POINT (103.3701967186756 3.811112796344664)
3.786557957,103.3341963,Kuantan,Pahang,25576,POINT (103.33419625635426 3.786557956802828)
3.813497965,103.3242331,Kuantan,Pahang,25576,POINT (103.32423305366918 3.813497965464379)
3.814987586,103.3547089,Kuantan,Pahang,25576,POINT (103.3547088999119 3.814987585731944)
3.818131798,103.3720632,Kuantan,Pahang,25576,POINT (103.37206317316024 3.818131797610078)
